variable,description
v2clprptyw,Expert point estimate (Measurement Model point estimate on standardized scale) - Property rights for women: Perlindungan hak milik pribadi yang de jure dan de facto aman bagi perempuan. [Cross-Coder Aggregation: Bayesian ordinal item response theory (IRT) measurement model].
v2clprptyw_codelow,Lower bound of the point estimate (HPD Interval 68%) - Property rights for women: Perlindungan hak milik pribadi yang de jure dan de facto aman bagi perempuan.
v2clprptyw_codehigh,Upper bound of the point estimate (HPD Interval 68%) - Property rights for women: Perlindungan hak milik pribadi yang de jure dan de facto aman bagi perempuan.
v2clprptyw_sd,Standard deviation of the measurement model output - Property rights for women: Perlindungan hak milik pribadi yang de jure dan de facto aman bagi perempuan.
v2clprptyw_osp,"Linearized Original Scale Posterior Prediction (translated back to original scale, e.g. 0-4) - Property rights for women: Perlindungan hak milik pribadi yang de jure dan de facto aman bagi perempuan."
v2clprptyw_osp_codelow,Lower bound of the original scale prediction (HPD Interval 70%) - Property rights for women: Perlindungan hak milik pribadi yang de jure dan de facto aman bagi perempuan.
v2clprptyw_osp_codehigh,Upper bound of the original scale prediction (HPD Interval 70%) - Property rights for women: Perlindungan hak milik pribadi yang de jure dan de facto aman bagi perempuan.
v2clprptyw_ord,Measurement Model Estimates of Original Ordinal Value (integer representing most likely category) - Property rights for women: Perlindungan hak milik pribadi yang de jure dan de facto aman bagi perempuan.
v2clprptyw_ord_codelow,Lower bound of the ordinal scale value - Property rights for women: Perlindungan hak milik pribadi yang de jure dan de facto aman bagi perempuan.
v2clprptyw_ord_codehigh,Upper bound of the ordinal scale value - Property rights for women: Perlindungan hak milik pribadi yang de jure dan de facto aman bagi perempuan.
v2clprptyw_mean,Arithmetic mean of raw expert coder ratings - Property rights for women: Perlindungan hak milik pribadi yang de jure dan de facto aman bagi perempuan. [Cross-Coder Aggregation: Bayesian ordinal item response theory (IRT) measurement model].
v2clprptyw_nr,Number of expert coders who rated this country-year - Property rights for women: Perlindungan hak milik pribadi yang de jure dan de facto aman bagi perempuan. [Cross-Coder Aggregation: Bayesian ordinal item response theory (IRT) measurement model].
v2clslavem,"Expert point estimate (Measurement Model point estimate on standardized scale) - Freedom from forced labor for men: Bebasnya kaum laki-laki dari kerja paksa, perbudakan, dan kamp kerja paksa. [Cross-Coder Aggregation: Bayesian ordinal item response theory (IRT) measurement model]."
v2clslavem_codelow,"Lower bound of the point estimate (HPD Interval 68%) - Freedom from forced labor for men: Bebasnya kaum laki-laki dari kerja paksa, perbudakan, dan kamp kerja paksa."
v2clslavem_codehigh,"Upper bound of the point estimate (HPD Interval 68%) - Freedom from forced labor for men: Bebasnya kaum laki-laki dari kerja paksa, perbudakan, dan kamp kerja paksa."
v2clslavem_sd,"Standard deviation of the measurement model output - Freedom from forced labor for men: Bebasnya kaum laki-laki dari kerja paksa, perbudakan, dan kamp kerja paksa."
v2clslavem_osp,"Linearized Original Scale Posterior Prediction (translated back to original scale, e.g. 0-4) - Freedom from forced labor for men: Bebasnya kaum laki-laki dari kerja paksa, perbudakan, dan kamp kerja paksa."
v2clslavem_osp_codelow,"Lower bound of the original scale prediction (HPD Interval 70%) - Freedom from forced labor for men: Bebasnya kaum laki-laki dari kerja paksa, perbudakan, dan kamp kerja paksa."
v2clslavem_osp_codehigh,"Upper bound of the original scale prediction (HPD Interval 70%) - Freedom from forced labor for men: Bebasnya kaum laki-laki dari kerja paksa, perbudakan, dan kamp kerja paksa."
v2clslavem_ord,"Measurement Model Estimates of Original Ordinal Value (integer representing most likely category) - Freedom from forced labor for men: Bebasnya kaum laki-laki dari kerja paksa, perbudakan, dan kamp kerja paksa."
v2clslavem_ord_codelow,"Lower bound of the ordinal scale value - Freedom from forced labor for men: Bebasnya kaum laki-laki dari kerja paksa, perbudakan, dan kamp kerja paksa."
v2clslavem_ord_codehigh,"Upper bound of the ordinal scale value - Freedom from forced labor for men: Bebasnya kaum laki-laki dari kerja paksa, perbudakan, dan kamp kerja paksa."
v2clslavem_mean,"Arithmetic mean of raw expert coder ratings - Freedom from forced labor for men: Bebasnya kaum laki-laki dari kerja paksa, perbudakan, dan kamp kerja paksa. [Cross-Coder Aggregation: Bayesian ordinal item response theory (IRT) measurement model]."
v2clslavem_nr,"Number of expert coders who rated this country-year - Freedom from forced labor for men: Bebasnya kaum laki-laki dari kerja paksa, perbudakan, dan kamp kerja paksa. [Cross-Coder Aggregation: Bayesian ordinal item response theory (IRT) measurement model]."
v2clslavef,"Expert point estimate (Measurement Model point estimate on standardized scale) - Freedom from forced labor for women: Bebasnya kaum perempuan dari kerja paksa, perbudakan, dan perdagangan manusia. [Cross-Coder Aggregation: Bayesian ordinal item response theory (IRT) measurement model]."
v2clslavef_codelow,"Lower bound of the point estimate (HPD Interval 68%) - Freedom from forced labor for women: Bebasnya kaum perempuan dari kerja paksa, perbudakan, dan perdagangan manusia."
v2clslavef_codehigh,"Upper bound of the point estimate (HPD Interval 68%) - Freedom from forced labor for women: Bebasnya kaum perempuan dari kerja paksa, perbudakan, dan perdagangan manusia."
v2clslavef_sd,"Standard deviation of the measurement model output - Freedom from forced labor for women: Bebasnya kaum perempuan dari kerja paksa, perbudakan, dan perdagangan manusia."
v2clslavef_osp,"Linearized Original Scale Posterior Prediction (translated back to original scale, e.g. 0-4) - Freedom from forced labor for women: Bebasnya kaum perempuan dari kerja paksa, perbudakan, dan perdagangan manusia."
v2clslavef_osp_codelow,"Lower bound of the original scale prediction (HPD Interval 70%) - Freedom from forced labor for women: Bebasnya kaum perempuan dari kerja paksa, perbudakan, dan perdagangan manusia."
v2clslavef_osp_codehigh,"Upper bound of the original scale prediction (HPD Interval 70%) - Freedom from forced labor for women: Bebasnya kaum perempuan dari kerja paksa, perbudakan, dan perdagangan manusia."
v2clslavef_ord,"Measurement Model Estimates of Original Ordinal Value (integer representing most likely category) - Freedom from forced labor for women: Bebasnya kaum perempuan dari kerja paksa, perbudakan, dan perdagangan manusia."
v2clslavef_ord_codelow,"Lower bound of the ordinal scale value - Freedom from forced labor for women: Bebasnya kaum perempuan dari kerja paksa, perbudakan, dan perdagangan manusia."
v2clslavef_ord_codehigh,"Upper bound of the ordinal scale value - Freedom from forced labor for women: Bebasnya kaum perempuan dari kerja paksa, perbudakan, dan perdagangan manusia."
v2clslavef_mean,"Arithmetic mean of raw expert coder ratings - Freedom from forced labor for women: Bebasnya kaum perempuan dari kerja paksa, perbudakan, dan perdagangan manusia. [Cross-Coder Aggregation: Bayesian ordinal item response theory (IRT) measurement model]."
v2clslavef_nr,"Number of expert coders who rated this country-year - Freedom from forced labor for women: Bebasnya kaum perempuan dari kerja paksa, perbudakan, dan perdagangan manusia. [Cross-Coder Aggregation: Bayesian ordinal item response theory (IRT) measurement model]."
v2clacjstm,Expert point estimate (Measurement Model point estimate on standardized scale) - Access to justice for men: Akses de facto yang setara terhadap perlindungan hukum bagi kaum laki-laki. [Cross-Coder Aggregation: Bayesian ordinal item response theory (IRT) measurement model].
v2clacjstm_codelow,Lower bound of the point estimate (HPD Interval 68%) - Access to justice for men: Akses de facto yang setara terhadap perlindungan hukum bagi kaum laki-laki.
v2clacjstm_codehigh,Upper bound of the point estimate (HPD Interval 68%) - Access to justice for men: Akses de facto yang setara terhadap perlindungan hukum bagi kaum laki-laki.
v2clacjstm_sd,Standard deviation of the measurement model output - Access to justice for men: Akses de facto yang setara terhadap perlindungan hukum bagi kaum laki-laki.
v2clacjstm_osp,"Linearized Original Scale Posterior Prediction (translated back to original scale, e.g. 0-4) - Access to justice for men: Akses de facto yang setara terhadap perlindungan hukum bagi kaum laki-laki."
v2clacjstm_osp_codelow,Lower bound of the original scale prediction (HPD Interval 70%) - Access to justice for men: Akses de facto yang setara terhadap perlindungan hukum bagi kaum laki-laki.
v2clacjstm_osp_codehigh,Upper bound of the original scale prediction (HPD Interval 70%) - Access to justice for men: Akses de facto yang setara terhadap perlindungan hukum bagi kaum laki-laki.
v2clacjstm_ord,Measurement Model Estimates of Original Ordinal Value (integer representing most likely category) - Access to justice for men: Akses de facto yang setara terhadap perlindungan hukum bagi kaum laki-laki.
v2clacjstm_ord_codelow,Lower bound of the ordinal scale value - Access to justice for men: Akses de facto yang setara terhadap perlindungan hukum bagi kaum laki-laki.
v2clacjstm_ord_codehigh,Upper bound of the ordinal scale value - Access to justice for men: Akses de facto yang setara terhadap perlindungan hukum bagi kaum laki-laki.
v2clacjstm_mean,Arithmetic mean of raw expert coder ratings - Access to justice for men: Akses de facto yang setara terhadap perlindungan hukum bagi kaum laki-laki. [Cross-Coder Aggregation: Bayesian ordinal item response theory (IRT) measurement model].
v2clacjstm_nr,Number of expert coders who rated this country-year - Access to justice for men: Akses de facto yang setara terhadap perlindungan hukum bagi kaum laki-laki. [Cross-Coder Aggregation: Bayesian ordinal item response theory (IRT) measurement model].
v2clacjstw,Expert point estimate (Measurement Model point estimate on standardized scale) - Access to justice for women: Akses de facto yang setara terhadap perlindungan hukum bagi kaum perempuan. [Cross-Coder Aggregation: Bayesian ordinal item response theory (IRT) measurement model].
v2clacjstw_codelow,Lower bound of the point estimate (HPD Interval 68%) - Access to justice for women: Akses de facto yang setara terhadap perlindungan hukum bagi kaum perempuan.
v2clacjstw_codehigh,Upper bound of the point estimate (HPD Interval 68%) - Access to justice for women: Akses de facto yang setara terhadap perlindungan hukum bagi kaum perempuan.
v2clacjstw_sd,Standard deviation of the measurement model output - Access to justice for women: Akses de facto yang setara terhadap perlindungan hukum bagi kaum perempuan.
v2clacjstw_osp,"Linearized Original Scale Posterior Prediction (translated back to original scale, e.g. 0-4) - Access to justice for women: Akses de facto yang setara terhadap perlindungan hukum bagi kaum perempuan."
v2clacjstw_osp_codelow,Lower bound of the original scale prediction (HPD Interval 70%) - Access to justice for women: Akses de facto yang setara terhadap perlindungan hukum bagi kaum perempuan.
v2clacjstw_osp_codehigh,Upper bound of the original scale prediction (HPD Interval 70%) - Access to justice for women: Akses de facto yang setara terhadap perlindungan hukum bagi kaum perempuan.
v2clacjstw_ord,Measurement Model Estimates of Original Ordinal Value (integer representing most likely category) - Access to justice for women: Akses de facto yang setara terhadap perlindungan hukum bagi kaum perempuan.
